title	link	original_name_and_year	country and genre	
Черепашки-ниндзя;https://www.kinopoisk.ru/level/1/film/8137/;Teenage Mutant Ninja Turtles (1990) 93 мин.;"
         США...
         реж. Стив Бэррон
         (фантастика, боевик, комедия)
      "
Доброй ночи и удачи;https://www.kinopoisk.ru/level/1/film/86991/;Good Night, and Good Luck. (2005) 93 мин.;"
         США...
         реж. Джордж Клуни
         (драма, биография, история)
      "
Мечта;https://www.kinopoisk.ru/level/1/film/402948/;Bimong (2008) 95 мин.;"
         Корея Южная,
         реж. Ким Ки Дук
         (фэнтези, драма, мелодрама...)
      "
Адмиралъ;https://www.kinopoisk.ru/level/1/film/280938/; (2008) 124 мин.;"
         Россия,
         реж. Андрей Кравчук
         (драма, история)
      "
Леди Бёрд;https://www.kinopoisk.ru/level/1/film/958293/;Lady Bird (2017) 94 мин.;"
         США,
         реж. Грета Гервиг
         (драма, комедия)
      "
Убей своих любимых;https://www.kinopoisk.ru/level/1/film/661019/;Kill Your Darlings (2013) 103 мин.;"
         США,
         реж. Джон Крокидас
         (драма, мелодрама, биография...)
      "
Неуместный человек;https://www.kinopoisk.ru/level/1/film/259788/;Den brysomme mannen (2006) 95 мин.;"
         Норвегия...
         реж. Йенс Лиен
         (фэнтези, драма, комедия...)
      "
Дорогие товарищи!;https://www.kinopoisk.ru/level/1/film/1234850/; (2020) 116 мин.;"
         Россия,
         реж. Андрей Кончаловский
         (драма, история)
      "
Капоте;https://www.kinopoisk.ru/level/1/film/48422/;Capote (2005) 114 мин.;"
         США...
         реж. Беннетт Миллер
         (драма, криминал, биография...)
      "
Тайна Мосли;https://www.kinopoisk.ru/level/1/film/1034049/;Mosley (2019) 96 мин.;"
         Новая Зеландия...
         реж. Кирби Эткинс
         (мультфильм, фэнтези, приключения...)
      "
Достать коротышку;https://www.kinopoisk.ru/level/1/film/7287/;Get Shorty (1995) 105 мин.;"
         США,
         реж. Барри Зонненфельд
         (триллер, комедия, криминал)
      "
Жестяной кубок;https://www.kinopoisk.ru/level/1/film/19277/;Tin Cup (1996) 135 мин.;"
         США,
         реж. Рон Шелтон
         (драма, мелодрама, комедия...)
      "
Сортировка;https://www.kinopoisk.ru/level/1/film/409231/;Triage (2009) 99 мин.;"
         Ирландия...
         реж. Данис Танович
         (драма, детектив, военный)
      "
Аэлита;https://www.kinopoisk.ru/level/1/film/43415/; (1924) 111 мин.;"
         СССР,
         реж. Яков Протазанов
         (фантастика, фэнтези, драма...)
      "
Шеф;https://www.kinopoisk.ru/level/1/film/586476/;Comme un chef (2012) 85 мин.;"
         Франция...
         реж. Даниэль Коэн
         (драма, комедия)
      "
Американская дочь;https://www.kinopoisk.ru/level/1/film/40995/; (1995) 98 мин.;"
         Казахстан...
         реж. Карен Шахназаров
         (драма, комедия)
      "
Балетные туфельки  (ТВ);https://www.kinopoisk.ru/level/1/film/392585/;Ballet Shoes (2007) 85 мин.;"
         Великобритания,
         реж. Сандра Голдбахер
         (драма, семейный)
      "
Секрет;https://www.kinopoisk.ru/level/1/film/102204/;Si j'étais toi (2006) 93 мин.;"
         Франция...
         реж. Венсан Перес
         (драма, мелодрама)
      "
В поисках Эрика;https://www.kinopoisk.ru/level/1/film/416481/;Looking for Eric (2009) 116 мин.;"
         Великобритания...
         реж. Кен Лоуч
         (фэнтези, драма, комедия...)
      "
Всё, что нужно знать о путешествиях во времени;https://www.kinopoisk.ru/level/1/film/272002/;Frequently Asked Questions About Time Travel (2009) 83 мин.;"
         Великобритания,
         реж. Гарет Карривик
         (фантастика, комедия)
      "
Форсаж 7;https://www.kinopoisk.ru/level/1/film/754481/;Fast & Furious 7 (2015) 137 мин.;"
         США,
         реж. Джеймс Ван
         (боевик, триллер, приключения)
      "
Мачо и ботан;https://www.kinopoisk.ru/level/1/film/413080/;21 Jump Street (2012) 109 мин.;"
         США,
         реж. Фил Лорд...
         (боевик, комедия, криминал)
      "
Умри, но не сейчас;https://www.kinopoisk.ru/level/1/film/651/;Die Another Day (2002) 133 мин.;"
         Великобритания...
         реж. Ли Тамахори
         (боевик, триллер, приключения)
      "
Анонимные романтики;https://www.kinopoisk.ru/level/1/film/493355/;Les émotifs anonymes (2010) 80 мин.;"
         Франция...
         реж. Жан-Пьер Амери
         (мелодрама, комедия)
      "
Представь нас вместе;https://www.kinopoisk.ru/level/1/film/81869/;Imagine Me & You (2005) 90 мин.;"
         Великобритания...
         реж. Ол Паркер
         (драма, мелодрама, комедия)
      "
Эйр Америка;https://www.kinopoisk.ru/level/1/film/15060/;Air America (1990) 113 мин.;"
         США,
         реж. Роджер Споттисвуд
         (боевик, комедия, военный)
      "
Ночной рейс;https://www.kinopoisk.ru/level/1/film/81557/;Red Eye (2005) 85 мин.;"
         США,
         реж. Уэс Крэйвен
         (триллер)
      "
Универсальный солдат;https://www.kinopoisk.ru/level/1/film/12363/;Universal Soldier (1992) 102 мин.;"
         США,
         реж. Роланд Эммерих
         (фантастика, боевик)
      "
Девушка, которая играла с огнем;https://www.kinopoisk.ru/level/1/film/409226/;Flickan som lekte med elden (2009) 124 мин.;"
         Швеция...
         реж. Даниэль Альфредсон
         (триллер, драма, криминал...)
      "
Ад Данте: Анимированный эпос;https://www.kinopoisk.ru/level/1/film/463031/;Dante's Inferno: An Animated Epic (2010) 84 мин.;"
         США...
         реж. Виктор Кук...
         (аниме, мультфильм, ужасы...)
      "
Шведская история любви;https://www.kinopoisk.ru/level/1/film/104215/;En kärlekshistoria (1970) 115 мин.;"
         Швеция,
         реж. Рой Андерссон
